volt,temp1,temp2,vibration,speed,lubricant,power failure,temp1 failure,temp2 failure,extreme vibration,speed error,lubricant required,days left 0, 0, 21
516, 57.595105320263755, 64.14947684111559, 710, 51, 11, 0, 0, 0, 1, 0, 0, 12
400, 69.09240898072579, 66.16538486304036, 460, 45, 11, 0, 0, 0, 0, 0, 1, 22
474, 54.553645251208465, 56.98696065092578, 320, 25, 9, 0, 0, 0, 0, 1, 0, 27
521, 42.940972975555894, 45.59004852354299, 647, 52, 13, 0, 0, 0, 1, 0, 0, 8
499, 44.56177257150847, 37.671228171162845, 387, 47, 5, 0, 0, 0, 0, 0, 0, -1
441, 78.19629918529677, 49.067211798034634, 723, 24, 10, 0, 0, 0, 1, 0, 0, 13
464, 63.94714827718735, 57.096379731007445, 824, 27, 5, 0, 0, 0, 1, 0, 0, 19
454, 44.86949742516501, 64.1160090468501, 562, 22, 12, 0, 0, 0, 0, 0, 1, 21
503, 86.2015282541991, 48.41967721060367, 788, 53, 1, 0, 0, 0, 1, 0, 0, 16
388, 92.12198726745828, 62.53724479613111, 435, 41, 12, 0, 1, 0, 0, 0, 0, 21
508, 46.99160706052526, 33.40868680570906, 767, 38, 10, 0, 0, 0, 1, 0, 0, 15
503, 52.409039151102725, 47.53593673125136, 357, 59, 13, 0, 0, 0, 0, 0, 1, 20
521, 47.74670950365946, 34.820756002239, 870, 25, 1, 1, 0, 0, 0, 0, 0, 20
403, 80.72245514135791, 58.79929216343826, 377, 59, 7, 0, 0, 0, 0, 1, 0, 24
443, 61.008768065543336, 68.83260688940004, 318, 22, 7, 0, 0, 1, 0, 0, 0, 23
421, 60.0973875430833, 67.05401084683919, 646, 25, 13, 0, 0, 0, 1, 0, 0, 8
437, 62.22341404865426, 32.1485366085061, 389, 26, 13, 0, 0, 0, 0, 0, 1, 20
475, 83.7397812460935, 42.13651474196659, 416, 27, 3, 0, 1, 0, 0, 0, 0, 25
525, 75.44459119810242, 33.89651334565135, 775, 49, 5, 1, 0, 0, 0, 0, 0, 16
388, 60.02982242801406, 45.13505172721693, 607, 50, 11, 0, 0, 0, 1, 0, 0, 6
396, 65.51177712628129, 48.531710814295444, 434, 55, 7, 0, 0, 0, 0, 1, 0, 29
381, 57.95939834976146, 50.84568981710686, 839, 21, 7, 1, 0, 0, 0, 0, 0, 17
477, 88.69416543543696, 41.24332944886122, 456, 40, 1, 0, 1, 0, 0, 0, 0, 23
472, 92.1868254307681, 47.18937133349959, 345, 29, 8, 0, 1, 0, 0, 0, 0, 21
390, 76.4495815195138, 63.03137502024511, 531, 44, 9, 1, 0, 0, 0, 0, 0, 26
375, 63.379309111320445, 44.590232236565306, 393, 51, 1, 1, 0, 0, 0, 0, 0, 11
397, 57.5000830043449, 67.81639467885051, 539, 23, 14, 0, 0, 0, 0, 0, 1, 19
519, 45.39268079293244, 61.727165076544, 788, 42, 2, 0, 0, 0, 1, 0, 0, 16
485, 57.25773701273147, 46.78922574994591, 680, 33, 5, 0, 0, 0, 1, 0, 0, 10
477, 45.88021531505866, 58.93154625163303, 590, 58, 10, 0, 0, 0, 0, 1, 0, 25
495, 91.95739526627048, 64.28530509591681, 592, 19, 12, 0, 0, 0, 0, 1, 0, 20
467, 69.62444326424603, 60.276983862056824, 571, 21, 10, 0, 0, 0, 0, 1, 0, 22
431, 78.2003545190424, 64.66309113075312, 799, 29, 11, 0, 0, 0, 1, 0, 0, 17
